,Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
35468,ford,mondeo,2.0,desconocido,2002.0,114690.0,7228.0
35469,toyota,rav4,2.2,hybrid,2007.0,71836.0,20246.0
35470,vw,passat,0.0,petrol,1995.0,128825.0,3658.0
35471,toyota,rav4,2.0,hybrid,1994.0,215319.0,2575.0
35472,ford,mondeo,2.0,diesel,2009.0,82862.0,14534.0
35473,ford,focus,2.0,petrol,2004.0,123689.0,7409.0
35474,toyota,prius,1.4,hybrid,2009.0,78014.0,15056.0
35475,vw,polo,1.2,desconocido,2013.0,54366.0,12085.0
35476,desconocido,yaris,1.0,petrol,2013.0,40561.0,13553.0
35477,toyota,rav4,1.8,hybrid,1987.0,256805.0,1049.0
35478,vw,golf,1.4,diesel,2016.0,37605.0,22017.0
35479,toyota,prius,1.0,hybrid,2004.0,114033.0,7028.0
35480,ford,fiesta,1.0,diesel,2019.0,17949.0,20868.0
35481,bmw,x3,2.4,diesel,2016.0,51826.0,36466.0
35482,ford,focus,2.0,petrol,2000.0,227303.0,2355.0
35483,desconocido,golf,2.0,diesel,2015.0,34183.0,25119.0
35484,toyota,yaris,1.0,petrol,2005.0,55917.0,7230.0
35485,toyota,yaris,1.2,hybrid,2000.0,135602.0,3836.0
35486,toyota,yaris,1.0,petrol,1989.0,220783.0,677.0
35487,desconocido,golf,2.0,hybrid,2009.0,93257.0,13083.0
35488,toyota,prius,1.0,hybrid,2010.0,32894.0,18112.0
35489,ford,mondeo,1.4,diesel,1993.0,162419.0,2266.0
35490,ford,mondeo,1.4,diesel,2006.0,43571.0,12866.0
35491,ford,focus,1.6,petrol,1994.0,227892.0,1404.0
35492,vw,polo,1.4,petrol,1999.0,132353.0,2937.0
35493,toyota,yaris,1.4,hybrid,2007.0,75062.0,10342.0
35494,vw,golf,1.8,petrol,2008.0,106831.0,8762.0
35495,porsche,911,2.6,petrol,1996.0,196881.0,6353.0
35496,ford,mondeo,2.0,diesel,1997.0,195172.0,2672.0
35497,toyota,yaris,1.2,petrol,1996.0,152369.0,2138.0
35498,desconocido,golf,1.6,desconocido,0.0,174634.0,3858.0
35499,porsche,cayenne,3.5,petrol,2006.0,145186.0,14924.0
35500,vw,passat,2.0,diesel,2021.0,8036.0,53963.0
35501,vw,passat,2.0,diesel,1988.0,259568.0,864.0
35502,toyota,yaris,1.2,desconocido,1990.0,239684.0,668.0
35503,vw,polo,0.0,petrol,1986.0,126379.0,1546.0
35504,bmw,z4,2.4,petrol,2008.0,92715.0,14738.0
35505,ford,mondeo,1.6,diesel,1996.0,51147.0,6739.0
35506,vw,passat,1.8,diesel,2018.0,19348.0,39456.0
35507,ford,focus,1.4,petrol,1990.0,229435.0,992.0
35508,bmw,z4,2.2,petrol,1995.0,160823.0,3490.0
35509,porsche,718 cayman,4.0,petrol,1997.0,114326.0,9422.0
35510,ford,mondeo,1.4,diesel,2008.0,0.0,0.0
35511,ford,mondeo,1.4,hybrid,2001.0,179917.0,3807.0
35512,toyota,yaris,1.0,hybrid,1989.0,243038.0,664.0
35513,toyota,prius,1.8,hybrid,1991.0,123140.0,3696.0
35514,vw,passat,1.8,diesel,2005.0,132511.0,7708.0
35515,toyota,prius,1.4,hybrid,1993.0,199859.0,1967.0
35516,ford,fiesta,1.4,petrol,2014.0,70856.0,0.0
35517,ford,focus,0.0,diesel,2001.0,96072.0,6555.0
35518,toyota,rav4,1.8,hybrid,2015.0,0.0,30455.0
35519,ford,mondeo,0.0,diesel,2001.0,154572.0,4929.0
35520,ford,mondeo,1.6,diesel,2009.0,68819.0,14304.0
35521,ford,mondeo,1.8,diesel,2008.0,124991.0,9452.0
35522,ford,fiesta,1.4,petrol,2002.0,153382.0,2950.0
35523,toyota,desconocido,2.2,petrol,2018.0,30219.0,45553.0
35524,vw,golf,1.6,diesel,1996.0,154198.0,2686.0
35525,bmw,z4,2.0,petrol,1998.0,163980.0,3959.0
35526,vw,passat,2.0,petrol,2010.0,71834.0,16858.0
35527,vw,polo,2.0,petrol,2012.0,52482.0,14771.0
35528,ford,mondeo,1.4,diesel,2008.0,99550.0,10099.0
35529,ford,fiesta,1.2,petrol,2018.0,17939.0,20369.0
35530,ford,fiesta,1.4,hybrid,2003.0,91939.0,6081.0
35531,toyota,yaris,1.0,petrol,2004.0,111074.0,4607.0
35532,vw,passat,1.8,diesel,2007.0,87886.0,12308.0
35533,toyota,prius,1.0,hybrid,1993.0,220397.0,1384.0
35534,toyota,yaris,1.4,petrol,2003.0,103002.0,5415.0
35535,desconocido,mondeo,1.8,diesel,1996.0,146647.0,0.0
35536,ford,fiesta,1.2,petrol,2003.0,95871.0,4561.0
35537,ford,fiesta,1.0,petrol,1997.0,170957.0,1543.0
35538,vw,golf,1.4,diesel,2001.0,97266.0,5458.0
35539,vw,golf,1.8,diesel,2007.0,122490.0,7642.0
35540,toyota,yaris,1.4,hybrid,1997.0,216968.0,1697.0
35541,vw,desconocido,1.4,desconocido,2009.0,89633.0,11666.0
35542,vw,passat,1.8,desconocido,2006.0,57542.0,14126.0
35543,ford,mondeo,1.4,diesel,2011.0,34561.0,18947.0
35544,vw,golf,2.0,petrol,1994.0,281155.0,805.0
35545,vw,passat,1.8,diesel,2015.0,57237.0,25790.0
35546,vw,passat,1.4,petrol,2001.0,196302.0,2908.0
35547,vw,passat,1.4,diesel,1989.0,250506.0,841.0
35548,toyota,prius,1.8,hybrid,2001.0,179168.0,4552.0
35549,toyota,desconocido,2.4,hybrid,2004.0,129801.0,11331.0
35550,toyota,rav4,1.8,hybrid,2012.0,18853.0,35326.0
35551,vw,passat,1.4,diesel,2021.0,15295.0,0.0
35552,vw,polo,2.0,petrol,0.0,57617.0,13375.0
35553,vw,golf,1.4,petrol,2005.0,115325.0,5935.0
35554,vw,golf,1.2,petrol,2005.0,0.0,4345.0
35555,ford,focus,1.0,petrol,2009.0,73475.0,10535.0
35556,vw,passat,0.0,desconocido,1991.0,260732.0,991.0
35557,ford,focus,1.6,hybrid,1992.0,137762.0,3198.0
35558,ford,mondeo,1.6,hybrid,2002.0,94682.0,8568.0
35559,toyota,yaris,1.2,hybrid,2000.0,0.0,6074.0
35560,ford,fiesta,1.4,petrol,2014.0,65952.0,12616.0
35561,toyota,prius,1.0,hybrid,2006.0,34733.0,13724.0
35562,ford,focus,1.0,petrol,2016.0,27922.0,22319.0
35563,vw,passat,2.0,diesel,2010.0,74787.0,17351.0
35564,vw,golf,1.6,petrol,2018.0,21684.0,28063.0
35565,ford,fiesta,1.4,petrol,2007.0,75697.0,7411.0
35566,vw,polo,1.0,petrol,2020.0,22935.0,21213.0
35567,ford,mondeo,1.6,diesel,2001.0,160632.0,4192.0
35568,ford,mondeo,1.4,petrol,1989.0,0.0,892.0
35569,vw,passat,1.6,diesel,2020.0,15173.0,43480.0
35570,bmw,m5,5.0,petrol,0.0,162923.0,11387.0
35571,porsche,718 cayman,2.0,petrol,1993.0,193339.0,2668.0
35572,ford,mondeo,1.4,diesel,2009.0,0.0,11543.0
35573,toyota,yaris,1.4,petrol,1998.0,12500.0,0.0
35574,ford,fiesta,1.2,petrol,2005.0,104107.0,4907.0
35575,desconocido,prius,1.4,hybrid,1999.0,157495.0,4218.0
35576,bmw,m5,5.0,petrol,2007.0,66449.0,43000.0
35577,vw,polo,1.0,diesel,2009.0,59618.0,8580.0
35578,ford,mondeo,2.0,desconocido,2015.0,41118.0,28438.0
35579,porsche,718 cayman,4.0,petrol,2019.0,29824.0,71982.0
35580,toyota,rav4,2.2,hybrid,2010.0,80188.0,23361.0
35581,ford,focus,1.8,petrol,2012.0,84597.0,15992.0
35582,vw,golf,1.6,petrol,2001.0,106143.0,5207.0
35583,toyota,prius,0.0,hybrid,2013.0,50912.0,0.0
35584,vw,polo,1.0,petrol,1989.0,177665.0,877.0
35585,porsche,911,2.2,petrol,2006.0,0.0,24716.0
35586,ford,mondeo,0.0,diesel,0.0,85540.0,10365.0
35587,ford,mondeo,1.6,petrol,2016.0,32656.0,27223.0
35588,porsche,cayenne,3.0,petrol,2017.0,0.0,61312.0
35589,ford,focus,1.8,diesel,1994.0,152941.0,2999.0
35590,porsche,cayenne,3.0,petrol,2015.0,43454.0,52161.0
35591,ford,mondeo,0.0,petrol,2017.0,0.0,26494.0
35592,ford,focus,2.0,petrol,1992.0,201142.0,1746.0
35593,desconocido,golf,1.8,petrol,2013.0,66256.0,16266.0
35594,vw,golf,2.0,desconocido,1992.0,219416.0,1246.0
35595,bmw,z4,2.4,petrol,1990.0,114847.0,3769.0
35596,vw,passat,1.6,diesel,2017.0,30685.0,32651.0
35597,vw,passat,1.6,diesel,2007.0,121852.0,9024.0
35598,toyota,desconocido,1.0,hybrid,1998.0,109500.0,0.0
35599,vw,polo,1.4,petrol,1992.0,170874.0,1343.0
35600,toyota,rav4,1.8,hybrid,2011.0,88359.0,0.0
35601,vw,polo,2.0,desconocido,2008.0,67572.0,10263.0
35602,vw,polo,1.0,petrol,1995.0,0.0,1173.0
35603,vw,passat,1.6,diesel,2002.0,88703.0,8266.0
35604,vw,passat,0.0,petrol,1998.0,78870.0,6041.0
35605,vw,golf,1.2,petrol,2004.0,127463.0,4681.0
35606,toyota,yaris,1.4,desconocido,2007.0,72910.0,10494.0
35607,bmw,x3,2.0,desconocido,1989.0,222041.0,1443.0
35608,vw,golf,1.2,diesel,2002.0,48405.0,7508.0
35609,toyota,prius,1.4,hybrid,0.0,175778.0,2122.0
35610,ford,fiesta,1.4,petrol,2009.0,66920.0,8982.0
35611,toyota,prius,1.4,hybrid,1988.0,192507.0,1503.0
35612,vw,golf,1.6,petrol,2008.0,97993.0,8816.0
35613,ford,fiesta,1.4,petrol,2020.0,22735.0,24483.0
35614,bmw,desconocido,2.4,petrol,1994.0,203078.0,2371.0
35615,ford,fiesta,1.4,petrol,1997.0,36377.0,4886.0
35616,ford,fiesta,1.2,petrol,2013.0,56867.0,11590.0
35617,ford,focus,1.0,diesel,1993.0,68318.0,3940.0
35618,toyota,yaris,1.4,petrol,2000.0,82432.0,5137.0
35619,vw,golf,1.2,petrol,2007.0,72912.0,8516.0
35620,porsche,718 cayman,2.4,petrol,1995.0,208343.0,2925.0
35621,ford,mondeo,1.4,diesel,2003.0,142030.0,5219.0
35622,vw,golf,1.2,petrol,2017.0,0.0,22202.0
35623,toyota,prius,1.4,hybrid,1998.0,180471.0,3250.0
35624,bmw,m5,4.4,petrol,0.0,92519.0,0.0
35625,toyota,yaris,1.4,hybrid,0.0,8390.0,30091.0
35626,ford,focus,1.0,diesel,2006.0,148398.0,5164.0
35627,vw,golf,1.2,petrol,2005.0,116906.0,5429.0
35628,bmw,m5,4.0,petrol,1988.0,170885.0,4890.0
35629,ford,mondeo,1.6,diesel,2013.0,56715.0,20209.0
35630,toyota,yaris,1.4,petrol,2003.0,137943.0,4139.0
35631,toyota,prius,1.0,hybrid,1987.0,281424.0,0.0
35632,porsche,cayenne,2.6,petrol,2015.0,77817.0,38882.0
35633,ford,fiesta,1.0,petrol,1991.0,240509.0,0.0
35634,vw,passat,1.6,petrol,2016.0,34992.0,28372.0
35635,toyota,rav4,1.8,hybrid,1990.0,140510.0,3544.0
35636,toyota,yaris,1.4,petrol,1995.0,89832.0,0.0
35637,ford,mondeo,1.8,diesel,2006.0,117789.0,8744.0
35638,ford,mondeo,2.0,diesel,2003.0,165670.0,5135.0
35639,vw,golf,1.2,petrol,2000.0,95509.0,4560.0
35640,vw,golf,1.6,diesel,1999.0,88281.0,0.0
35641,desconocido,focus,1.4,petrol,2011.0,75123.0,14085.0
35642,ford,focus,1.8,diesel,2009.0,117653.0,10790.0
35643,ford,fiesta,1.4,petrol,2013.0,74688.0,11132.0
35644,ford,focus,1.0,petrol,2009.0,96655.0,8956.0
35645,vw,polo,1.6,petrol,1998.0,117847.0,3289.0
35646,toyota,desconocido,2.0,hybrid,2019.0,22373.0,58240.0
35647,ford,focus,1.6,petrol,2019.0,0.0,39636.0
35648,bmw,m5,4.0,petrol,2013.0,52730.0,62682.0
35649,toyota,prius,1.4,hybrid,1992.0,89026.0,4489.0
35650,ford,focus,1.0,diesel,2004.0,117643.0,5763.0
35651,vw,passat,0.0,diesel,1999.0,124056.0,4868.0
35652,ford,focus,1.4,petrol,2012.0,52686.0,17437.0
35653,vw,passat,1.6,diesel,0.0,250948.0,1250.0
35654,ford,mondeo,1.4,diesel,2002.0,189435.0,3280.0
35655,porsche,cayenne,2.6,diesel,2010.0,123052.0,21015.0
35656,ford,focus,1.4,diesel,1990.0,237599.0,967.0
35657,vw,passat,1.4,desconocido,1997.0,259971.0,1313.0
35658,ford,fiesta,1.0,petrol,1993.0,293813.0,388.0
35659,ford,focus,1.4,desconocido,1984.0,178173.0,1046.0
35660,toyota,prius,1.8,hybrid,1996.0,40772.0,9121.0
35661,vw,polo,2.0,petrol,2020.0,12857.0,31693.0
35662,vw,passat,1.6,diesel,2000.0,131898.0,5232.0
35663,toyota,rav4,1.8,hybrid,2006.0,128543.0,11323.0
35664,ford,fiesta,1.0,hybrid,2013.0,63336.0,12177.0
35665,ford,mondeo,1.4,diesel,2017.0,38953.0,27541.0
35666,toyota,prius,1.0,hybrid,2013.0,69073.0,17648.0
35667,toyota,rav4,2.4,petrol,2007.0,62755.0,18714.0
35668,toyota,rav4,2.4,hybrid,1997.0,18906.0,15002.0
35669,ford,focus,1.8,diesel,2018.0,5571.0,40551.0
35670,ford,mondeo,1.8,desconocido,2009.0,96892.0,12480.0
35671,porsche,718 cayman,2.0,petrol,0.0,127981.0,4020.0
35672,toyota,prius,1.0,hybrid,2001.0,66751.0,8053.0
35673,toyota,prius,1.8,hybrid,2004.0,109531.0,9754.0
35674,toyota,prius,1.0,desconocido,2020.0,24603.0,36989.0
35675,bmw,desconocido,2.4,petrol,1993.0,81523.0,5866.0
35676,bmw,x3,0.0,diesel,2010.0,78323.0,18749.0
35677,ford,fiesta,1.0,petrol,2001.0,140107.0,2598.0
35678,toyota,rav4,1.8,hybrid,1994.0,194321.0,2942.0
35679,vw,golf,1.8,petrol,2001.0,145899.0,4052.0
35680,toyota,rav4,1.8,hybrid,2019.0,27854.0,0.0
35681,ford,fiesta,1.0,petrol,2004.0,139332.0,3194.0
35682,toyota,yaris,1.4,petrol,2018.0,14205.0,25993.0
35683,ford,fiesta,1.0,petrol,2004.0,0.0,3482.0
35684,vw,polo,1.2,petrol,1997.0,36821.0,4630.0
35685,toyota,yaris,1.4,hybrid,2010.0,54334.0,14472.0
35686,vw,passat,1.6,diesel,2021.0,11270.0,47454.0
35687,ford,fiesta,1.4,petrol,1995.0,180629.0,1471.0
35688,vw,golf,2.0,petrol,2004.0,0.0,6093.0
35689,bmw,z4,2.0,petrol,2017.0,36555.0,35420.0
35690,toyota,prius,1.0,hybrid,1992.0,101324.0,3471.0
35691,porsche,718 cayman,2.0,petrol,2009.0,89663.0,17774.0
35692,vw,passat,2.0,petrol,1992.0,225341.0,1472.0
35693,vw,passat,1.6,diesel,2021.0,17962.0,45781.0
35694,ford,fiesta,1.4,petrol,2001.0,190384.0,2017.0
35695,desconocido,rav4,2.0,hybrid,2015.0,22627.0,44544.0
35696,ford,focus,1.4,petrol,2014.0,24212.0,23602.0
35697,toyota,rav4,2.4,hybrid,1992.0,148376.0,4387.0
35698,toyota,prius,1.4,hybrid,2012.0,83871.0,17659.0
35699,vw,golf,1.2,petrol,2010.0,73489.0,10361.0
35700,ford,mondeo,0.0,desconocido,2011.0,32824.0,22877.0
35701,desconocido,fiesta,1.0,petrol,2004.0,114453.0,3878.0
35702,bmw,z4,2.4,petrol,2012.0,69960.0,22527.0
35703,bmw,m5,4.4,petrol,2007.0,90976.0,34082.0
35704,ford,mondeo,2.0,diesel,1998.0,156214.0,3981.0
35705,toyota,rav4,0.0,hybrid,2006.0,119969.0,13380.0
35706,vw,golf,1.4,desconocido,0.0,109349.0,5808.0
35707,toyota,yaris,1.4,hybrid,1993.0,298481.0,610.0
35708,bmw,z4,2.2,petrol,2009.0,71530.0,17473.0
35709,vw,passat,1.4,diesel,2007.0,116624.0,8787.0
35710,vw,polo,1.4,petrol,2010.0,126223.0,6418.0
35711,vw,passat,1.4,petrol,1988.0,157693.0,1699.0
35712,vw,golf,1.6,petrol,1987.0,195198.0,990.0
35713,bmw,x3,2.0,diesel,2003.0,93466.0,10571.0
35714,toyota,prius,1.0,hybrid,2008.0,117755.0,8919.0
35715,bmw,x3,3.0,petrol,0.0,115314.0,13697.0
35716,vw,passat,1.6,petrol,2011.0,107278.0,12533.0
35717,toyota,rav4,2.4,hybrid,1990.0,247859.0,1607.0
35718,bmw,x3,2.0,diesel,2012.0,90531.0,19670.0
35719,vw,golf,1.2,diesel,2016.0,35583.0,20629.0
35720,ford,focus,1.4,diesel,1992.0,251339.0,974.0
35721,ford,fiesta,1.2,desconocido,2007.0,92144.0,6117.0
35722,vw,passat,1.6,diesel,1997.0,185037.0,2758.0
35723,toyota,yaris,1.2,petrol,0.0,29057.0,10646.0
35724,toyota,rav4,2.4,hybrid,2020.0,16098.0,70582.0
35725,vw,golf,1.6,diesel,2018.0,36585.0,27057.0
35726,toyota,rav4,2.2,hybrid,2006.0,109050.0,14535.0
35727,ford,focus,1.6,petrol,2003.0,80324.0,8524.0
35728,bmw,x3,3.0,diesel,2010.0,78550.0,22927.0
35729,bmw,m5,5.0,petrol,1990.0,318043.0,1626.0
35730,ford,mondeo,2.0,diesel,2001.0,165922.0,4484.0
35731,ford,fiesta,1.2,petrol,2019.0,17636.0,21809.0
35732,vw,golf,1.6,petrol,1991.0,185362.0,1408.0
35733,porsche,718 cayman,2.4,petrol,2007.0,101428.0,15652.0
35734,bmw,x3,2.4,diesel,1999.0,122069.0,7165.0
35735,bmw,x3,2.4,diesel,2016.0,35195.0,40340.0
35736,toyota,rav4,2.2,hybrid,1993.0,167651.0,3827.0
35737,vw,passat,2.0,diesel,2013.0,34711.0,27314.0
35738,vw,passat,1.6,petrol,1996.0,215967.0,1871.0
35739,toyota,prius,1.8,hybrid,2000.0,198113.0,3613.0
35740,porsche,cayenne,3.5,petrol,1994.0,203638.0,4080.0
35741,ford,fiesta,1.4,petrol,2018.0,46243.0,18673.0
35742,vw,polo,1.2,petrol,2016.0,67689.0,13540.0
35743,toyota,yaris,1.0,petrol,0.0,35102.0,20884.0
35744,ford,desconocido,1.8,hybrid,2016.0,32810.0,34618.0
35745,vw,polo,1.6,petrol,1986.0,238293.0,530.0
35746,toyota,prius,1.0,hybrid,2013.0,68428.0,17724.0
35747,toyota,yaris,1.4,petrol,1999.0,124149.0,3534.0
35748,toyota,prius,1.4,desconocido,2009.0,88310.0,14014.0
35749,vw,polo,2.0,petrol,1988.0,208138.0,889.0
35750,toyota,prius,1.0,hybrid,2017.0,34972.0,28534.0
35751,bmw,m5,4.0,petrol,2021.0,12228.0,135154.0
35752,ford,fiesta,1.2,petrol,2014.0,65623.0,11705.0
35753,vw,golf,1.8,desconocido,1998.0,64954.0,6035.0
35754,toyota,yaris,1.4,petrol,2003.0,223926.0,1981.0
35755,toyota,prius,1.4,hybrid,1989.0,77512.0,3982.0
35756,desconocido,passat,1.4,diesel,2012.0,49616.0,19538.0
35757,vw,passat,1.4,diesel,2000.0,158507.0,3945.0
35758,toyota,yaris,1.4,hybrid,2018.0,27078.0,29055.0
35759,toyota,yaris,1.2,petrol,1986.0,226301.0,578.0
35760,toyota,prius,1.8,hybrid,2013.0,28078.0,30514.0
35761,vw,golf,1.4,diesel,2019.0,28325.0,28383.0
35762,vw,golf,1.4,diesel,2016.0,22588.0,24002.0
35763,vw,golf,1.4,petrol,2016.0,30251.0,21889.0
35764,toyota,rav4,2.0,hybrid,2016.0,44645.0,41877.0
35765,vw,golf,1.6,diesel,2001.0,133013.0,4448.0
35766,ford,focus,1.8,petrol,2006.0,145510.0,6755.0
35767,bmw,x3,3.0,diesel,1999.0,87145.0,10372.0
35768,toyota,prius,1.8,hybrid,1993.0,163499.0,3049.0
35769,vw,passat,0.0,diesel,1991.0,266943.0,935.0
35770,vw,golf,1.2,petrol,1994.0,163837.0,1789.0
35771,ford,desconocido,2.0,petrol,1997.0,178871.0,2931.0
35772,toyota,yaris,1.4,petrol,1994.0,57117.0,4077.0
35773,ford,fiesta,1.4,petrol,2000.0,166866.0,2308.0
35774,toyota,prius,0.0,hybrid,2011.0,75532.0,19840.0
35775,toyota,yaris,1.4,hybrid,2015.0,49296.0,20846.0
35776,porsche,911,3.5,petrol,1989.0,192856.0,4788.0
35777,vw,golf,1.6,petrol,2000.0,0.0,0.0
35778,ford,mondeo,1.4,diesel,1997.0,139572.0,3568.0
35779,ford,mondeo,1.4,diesel,2014.0,33693.0,23259.0
35780,ford,desconocido,2.0,diesel,1993.0,149872.0,3033.0
35781,ford,focus,1.0,petrol,2005.0,107179.0,6349.0
35782,ford,fiesta,1.4,petrol,2013.0,58236.0,12409.0
35783,ford,focus,1.8,hybrid,0.0,22988.0,42216.0
35784,desconocido,yaris,1.0,petrol,2001.0,129635.0,3270.0
35785,ford,mondeo,1.6,diesel,2005.0,0.0,0.0
35786,porsche,911,2.2,petrol,2015.0,35349.0,69844.0
35787,vw,golf,2.0,desconocido,2018.0,37282.0,28692.0
35788,ford,fiesta,1.2,petrol,2000.0,139428.0,2677.0
35789,vw,desconocido,0.0,desconocido,1998.0,197980.0,2633.0
35790,toyota,rav4,2.0,hybrid,2008.0,130126.0,13470.0
35791,ford,focus,1.6,hybrid,2016.0,0.0,29338.0
35792,toyota,rav4,1.8,hybrid,0.0,144063.0,7665.0
35793,ford,focus,1.8,petrol,2004.0,96953.0,8591.0
35794,toyota,yaris,1.0,hybrid,1986.0,169845.0,1039.0
35795,vw,golf,0.0,petrol,0.0,116689.0,6660.0
35796,vw,golf,1.6,petrol,2008.0,83003.0,9809.0
35797,vw,golf,2.0,diesel,2004.0,111882.0,7152.0
35798,ford,fiesta,1.0,petrol,2014.0,0.0,9963.0
35799,ford,mondeo,1.8,diesel,1986.0,168753.0,1528.0
35800,vw,passat,1.4,diesel,1990.0,199630.0,0.0
35801,vw,golf,1.8,petrol,1987.0,76967.0,2674.0
35802,vw,passat,2.0,diesel,1998.0,151719.0,4364.0
35803,toyota,yaris,1.2,hybrid,2007.0,132378.0,6275.0
35804,vw,polo,2.0,petrol,2006.0,96664.0,7339.0
35805,toyota,prius,1.8,hybrid,1985.0,86059.0,0.0
35806,vw,polo,1.2,petrol,2016.0,41912.0,15942.0
35807,vw,polo,1.0,petrol,2013.0,42560.0,11869.0
35808,toyota,yaris,1.2,petrol,2002.0,201180.0,2103.0
35809,vw,passat,1.8,diesel,1993.0,148333.0,3050.0
35810,ford,focus,1.8,diesel,2002.0,182421.0,3988.0
35811,vw,passat,2.0,diesel,1993.0,63372.0,6027.0
35812,vw,polo,1.4,petrol,2018.0,25374.0,21669.0
35813,vw,polo,1.0,petrol,1998.0,84392.0,3322.0
35814,toyota,rav4,2.0,hybrid,2015.0,60626.0,35432.0
35815,bmw,x3,2.0,diesel,1994.0,276908.0,1214.0
35816,toyota,rav4,2.4,hybrid,2000.0,154275.0,7126.0
35817,bmw,z4,2.0,petrol,1994.0,166945.0,2957.0
35818,porsche,cayenne,2.6,petrol,2000.0,100793.0,12152.0
35819,ford,mondeo,2.0,diesel,1993.0,209902.0,1797.0
35820,porsche,718 cayman,4.0,petrol,1997.0,160808.0,6504.0
35821,bmw,m5,4.4,petrol,2005.0,97771.0,28404.0
35822,toyota,yaris,1.0,hybrid,2001.0,116329.0,4349.0
35823,bmw,m5,4.0,petrol,2004.0,123694.0,20851.0
35824,toyota,rav4,2.4,hybrid,2010.0,45872.0,30520.0
35825,vw,golf,1.8,petrol,1992.0,171233.0,1802.0
35826,vw,golf,2.0,desconocido,2018.0,36746.0,28783.0
35827,porsche,911,2.2,petrol,2000.0,128576.0,13488.0
35828,ford,focus,2.0,petrol,1998.0,185940.0,2975.0
35829,bmw,m5,4.0,petrol,2017.0,27980.0,94926.0
35830,toyota,yaris,1.2,petrol,1999.0,0.0,4951.0
35831,vw,desconocido,1.2,diesel,2014.0,54449.0,13557.0
35832,toyota,yaris,1.2,petrol,1995.0,208821.0,1232.0
35833,ford,fiesta,1.0,hybrid,2012.0,106396.0,8428.0
35834,toyota,yaris,1.0,hybrid,1996.0,102427.0,3458.0
35835,bmw,m5,4.4,petrol,2001.0,101980.0,21096.0
35836,vw,passat,1.6,petrol,1988.0,291231.0,547.0
35837,ford,mondeo,2.0,hybrid,2002.0,109821.0,8570.0
35838,toyota,rav4,2.4,hybrid,2014.0,65005.0,35288.0
35839,toyota,yaris,1.4,hybrid,1998.0,173658.0,2650.0
35840,bmw,z4,0.0,petrol,2014.0,44100.0,27717.0
35841,toyota,prius,1.0,hybrid,2010.0,98810.0,11741.0
35842,ford,focus,1.8,petrol,1990.0,259232.0,855.0
35843,ford,fiesta,1.4,petrol,1997.0,165444.0,1912.0
35844,toyota,prius,1.4,hybrid,2007.0,83894.0,12651.0
35845,vw,passat,2.0,petrol,2010.0,101652.0,13666.0
35846,ford,focus,1.6,petrol,1997.0,103255.0,4850.0
35847,vw,passat,1.4,petrol,2002.0,90391.0,7276.0
35848,ford,mondeo,1.8,petrol,2009.0,68944.0,14437.0
35849,bmw,m5,4.0,desconocido,2007.0,166605.0,17994.0
35850,porsche,cayenne,4.0,desconocido,2018.0,20453.0,84047.0
35851,vw,golf,2.0,diesel,2016.0,39706.0,25988.0
35852,toyota,prius,1.8,hybrid,2004.0,92478.0,11053.0
35853,vw,passat,2.0,diesel,1993.0,138434.0,3483.0
35854,bmw,z4,3.0,petrol,1999.0,143374.0,6140.0
35855,vw,golf,1.8,petrol,2005.0,49917.0,10596.0
35856,toyota,rav4,2.2,hybrid,2002.0,113035.0,10804.0
35857,ford,mondeo,1.8,petrol,2008.0,100208.0,10854.0
35858,porsche,cayenne,4.0,petrol,2008.0,68294.0,32250.0
35859,porsche,718 cayman,4.0,petrol,2004.0,100404.0,16668.0
35860,toyota,prius,1.0,hybrid,2006.0,115616.0,7934.0
35861,vw,passat,1.8,petrol,1993.0,220166.0,1564.0
35862,vw,polo,1.2,petrol,1995.0,0.0,3460.0
35863,ford,mondeo,1.6,diesel,2015.0,47767.0,24426.0
35864,toyota,yaris,1.4,hybrid,2020.0,27958.0,33033.0
35865,desconocido,polo,1.4,petrol,0.0,345807.0,179.0
35866,ford,mondeo,2.0,diesel,1999.0,0.0,1689.0
35867,toyota,rav4,2.0,petrol,1997.0,149030.0,4633.0
35868,toyota,yaris,1.4,hybrid,2006.0,0.0,8625.0
35869,bmw,m5,4.0,desconocido,2000.0,0.0,8831.0
35870,toyota,rav4,2.4,hybrid,2001.0,95342.0,12031.0
35871,vw,passat,2.0,diesel,1998.0,114117.0,5875.0
35872,vw,passat,2.0,diesel,2001.0,97408.0,8123.0
35873,toyota,yaris,1.4,petrol,2000.0,115362.0,4041.0
35874,ford,fiesta,0.0,diesel,1985.0,171317.0,795.0
35875,vw,passat,1.6,diesel,1988.0,241685.0,912.0
35876,vw,golf,1.2,hybrid,2004.0,96847.0,7076.0
35877,porsche,911,2.6,petrol,2004.0,87706.0,25971.0
35878,toyota,rav4,2.4,hybrid,2002.0,90803.0,13287.0
35879,ford,focus,2.0,diesel,2008.0,76251.0,14362.0
35880,porsche,cayenne,2.6,petrol,2008.0,95122.0,21587.0
35881,porsche,718 cayman,4.0,petrol,2018.0,44398.0,61776.0
35882,toyota,prius,1.0,hybrid,2020.0,28928.0,36094.0
35883,toyota,prius,1.8,hybrid,1995.0,239346.0,1787.0
35884,vw,polo,2.0,petrol,2004.0,98298.0,6347.0
35885,ford,fiesta,1.0,petrol,1996.0,181406.0,1320.0
35886,vw,polo,2.0,petrol,2003.0,123011.0,0.0
